message_id,category,confidence,reason
MSG_0682,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0683,Promotional,0.8,Promotional Language Detected Please join
MSG_0684,Sensitive Information,0.99,Sensitive Information Detected : payment_details
MSG_0685,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0686,Personal Information,0.87,The message containes personal or profile related information
MSG_0687,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0688,Promotional,0.85,"Promotional Language Detected Don't forget , deadline"
MSG_0689,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0690,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0691,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0692,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0693,Meeting or Event,0.85,"Meeting or Event Detected scheduled , Meeting"
MSG_0694,Promotional,0.85,"Promotional Language Detected by 2026-09-02 , Please complete"
MSG_0695,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0696,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0697,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0698,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0699,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0700,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0701,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0702,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0703,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0704,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0705,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0706,Promotional,0.8,Promotional Language Detected Please join
MSG_0707,Meeting or Event,0.85,"Meeting or Event Detected scheduled , Meeting"
MSG_0708,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0709,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0710,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0711,Meeting or Event,0.85,"Meeting or Event Detected appointment , Reminder: doctor appointment happens on 2026-09-06 at"
MSG_0712,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0713,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0714,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0715,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0716,Meeting or Event,0.8,Meeting or Event Detected meeting
MSG_0717,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0718,Personal Information,0.77,The message containes personal or profile related information
MSG_0719,Meeting or Event,0.85,"Meeting or Event Detected catch-up , Reminder: mentor catch-up happens on 2026-09-06 at"
MSG_0720,Meeting or Event,0.8,Meeting or Event Detected meeting
MSG_0721,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0722,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0723,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0724,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0725,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0726,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0727,Sensitive Information,0.99,Sensitive Information Detected : password
MSG_0728,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0729,Personal Information,0.77,The message containes personal or profile related information
MSG_0730,Promotional,0.85,"Promotional Language Detected by 2026-09-03 , Please submit"
MSG_0731,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0732,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0733,Personal Information,0.77,The message containes personal or profile related information
MSG_0734,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0735,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0736,Promotional,0.8,Promotional Language Detected Please note: Can you update
MSG_0737,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0738,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0739,Personal Information,0.77,The message containes personal or profile related information
MSG_0740,Promotional,0.85,"Promotional Language Detected by 2026-09-10 , need you to"
MSG_0741,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0742,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0743,Promotional,0.85,"Promotional Language Detected Don't forget , deadline"
MSG_0744,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0745,Promotional,0.8,Promotional Language Detected Please join
MSG_0746,Personal Information,0.77,The message containes personal or profile related information
MSG_0747,Promotional,0.8,Promotional Language Detected Please join
MSG_0748,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0749,Sensitive Information,0.99,Sensitive Information Detected : password
MSG_0750,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0751,Sensitive Information,0.99,Sensitive Information Detected : payment_details
MSG_0752,Sensitive Information,0.99,Sensitive Information Detected : payment_details
MSG_0753,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0754,Promotional,0.9,"Promotional Language Detected Don't forget , deadline , Please note: Don't forget to pay"
MSG_0755,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0756,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0757,Promotional,0.85,"Promotional Language Detected Don't forget , deadline"
MSG_0758,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0759,Meeting or Event,0.85,"Meeting or Event Detected scheduled , Meeting"
MSG_0760,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0761,Promotional,0.85,"Promotional Language Detected Don't forget , deadline"
MSG_0762,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0763,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0764,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0765,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0766,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0767,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0768,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0769,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0770,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0771,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0772,Personal Information,0.77,The message containes personal or profile related information
MSG_0773,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0774,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0775,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0776,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0777,Sensitive Information,0.99,Sensitive Information Detected : password
MSG_0778,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0779,Promotional,0.85,"Promotional Language Detected by 2026-09-06 , Please reply"
MSG_0780,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0781,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0782,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0783,Promotional,0.85,"Promotional Language Detected by 2026-09-09 , need you to"
MSG_0784,Promotional,0.85,"Promotional Language Detected by 2026-09-02 , Please reply"
MSG_0785,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0786,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0787,Meeting or Event,0.8,Meeting or Event Detected meeting
MSG_0788,Meeting or Event,0.8,Meeting or Event Detected scheduled
MSG_0789,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0790,Personal Information,0.77,The message containes personal or profile related information
MSG_0791,Sensitive Information,0.99,Sensitive Information Detected : one_time_password
MSG_0792,Meeting or Event,0.85,"Meeting or Event Detected scheduled , Meeting"
MSG_0793,Promotional,0.8,Promotional Language Detected Please note: Please join
MSG_0794,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0795,Meeting or Event,0.8,Meeting or Event Detected meeting
MSG_0796,Personal Information,0.77,The message containes personal or profile related information
MSG_0797,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0798,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0799,Promotional,0.85,"Promotional Language Detected Don't forget , deadline"
MSG_0800,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0801,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0802,Sensitive Information,0.99,Sensitive Information Detected : contact_or_address
MSG_0803,Sensitive Information,0.99,Sensitive Information Detected : payment_details
MSG_0804,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0805,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0806,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0807,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0808,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0809,Promotional,0.85,"Promotional Language Detected Don't forget , deadline"
MSG_0810,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0811,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0812,Sensitive Information,0.99,Sensitive Information Detected : payment_details
MSG_0813,Sensitive Information,0.99,Sensitive Information Detected : payment_details
MSG_0814,Promotional,0.85,"Promotional Language Detected by 2026-09-05 , Please complete"
MSG_0815,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0816,Meeting or Event,0.8,Meeting or Event Detected meeting
MSG_0817,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0818,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0819,Meeting or Event,0.8,Meeting or Event Detected meeting
MSG_0820,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0821,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0822,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0823,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0824,Promotional,0.85,"Promotional Language Detected by 2026-09-07 , Please submit"
MSG_0825,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0826,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0827,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0828,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0829,Promotional,0.85,"Promotional Language Detected Don't forget , deadline"
MSG_0830,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0831,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0832,Promotional,0.8,Promotional Language Detected Please note: Join
MSG_0833,Personal Information,0.87,The message containes personal or profile related information
MSG_0834,Sensitive Information,0.99,Sensitive Information Detected : one_time_password
MSG_0835,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0836,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0837,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0838,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0839,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0840,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0841,Promotional,0.8,Promotional Language Detected Please join
MSG_0842,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0843,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0844,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0845,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0846,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0847,Promotional,0.8,Promotional Language Detected Please join
MSG_0848,Sensitive Information,0.99,Sensitive Information Detected : payment_details
MSG_0849,Promotional,0.8,Promotional Language Detected Please note: Are you available for the design review
MSG_0850,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0851,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0852,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0853,Promotional,0.85,"Promotional Language Detected by 2026-09-10 , Please reply"
MSG_0854,Sensitive Information,0.99,Sensitive Information Detected : one_time_password
MSG_0855,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0856,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0857,Personal Information,0.87,The message containes personal or profile related information
MSG_0858,Personal Information,0.77,The message containes personal or profile related information
MSG_0859,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0860,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0861,Meeting or Event,0.85,"Meeting or Event Detected catch-up , Reminder: mentor catch-up happens on 2026-09-11 at"
MSG_0862,Promotional,0.85,"Promotional Language Detected Don't forget , deadline"
MSG_0863,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0864,Promotional,0.85,"Promotional Language Detected by 2026-09-02 , need you to"
MSG_0865,Promotional,0.85,"Promotional Language Detected by 2026-09-08 , need you to"
MSG_0866,Meeting or Event,0.85,"Meeting or Event Detected catch-up , Reminder: mentor catch-up happens on 2026-09-06 at"
MSG_0867,Personal Information,0.77,The message containes personal or profile related information
MSG_0868,Meeting or Event,0.8,Meeting or Event Detected scheduled
MSG_0869,Personal Information,0.77,The message containes personal or profile related information
MSG_0870,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0871,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0872,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0873,Promotional,0.8,Promotional Language Detected Please join
MSG_0874,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0875,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0876,Personal Information,0.77,The message containes personal or profile related information
MSG_0877,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0878,Meeting or Event,0.85,"Meeting or Event Detected scheduled , Meeting"
MSG_0879,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0880,Sensitive Information,0.99,Sensitive Information Detected : one_time_password
MSG_0881,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0882,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0883,Promotional,0.85,"Promotional Language Detected by 2026-09-02 , need you to"
MSG_0884,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0885,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0886,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0887,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0888,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0889,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0890,Sensitive Information,0.99,Sensitive Information Detected : payment_details
MSG_0891,Personal Information,0.77,The message containes personal or profile related information
MSG_0892,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0893,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0894,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0895,Promotional,0.8,Promotional Language Detected Please join
MSG_0896,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0897,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
MSG_0898,Promotional,0.85,"Promotional Language Detected by 2026-09-06 , Please complete"
MSG_0899,Personal Information,0.77,The message containes personal or profile related information
MSG_0900,General Information,0.7,"The message provides general information without a clear action, event, promotional, personal or sensitive information"
